age,balance,day,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
37,131,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
27,527,9,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,1129,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
47,266,9,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
33,687,9,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
46,1726,9,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
38,-388,9,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
33,92,9,1,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
44,-11,9,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
35,1510,9,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
38,171,9,5,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
56,420,9,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
33,513,9,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
45,137,9,2,0,0,middle-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
30,21,9,3,0,0,middle-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
34,-312,9,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,-208,9,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
32,2,9,2,0,0,low-None-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
27,1033,9,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
48,855,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
54,781,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
29,542,9,3,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
37,-175,9,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
26,79,9,3,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,no
43,3,9,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
31,4471,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
55,2313,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
45,-139,9,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
35,300,9,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
57,-3313,9,1,0,0,high-skill-levels,Partnered,tertiary,yes,yes,yes,unknown,may,unknown,no
49,352,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
23,105,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
49,164,9,5,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
35,-202,9,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
38,-256,9,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
39,1261,9,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
27,-503,9,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
37,790,9,1,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
57,0,9,7,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
38,638,9,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
26,47,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
46,242,9,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
44,469,9,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
44,271,9,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
28,948,9,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
37,-356,9,1,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,unknown,may,unknown,no
43,336,9,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
25,61,9,9,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
34,359,9,3,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
39,105,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
35,6809,9,7,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,59,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
31,0,9,6,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,unknown,may,unknown,no
42,0,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
31,216,9,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
30,2530,9,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
29,356,9,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
29,-228,9,1,0,0,middle-skill-levels,Alone,secondary,yes,yes,no,unknown,may,unknown,no
36,198,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
41,510,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
37,223,9,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,4,9,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
39,338,9,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
31,0,9,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
33,328,9,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
30,255,9,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
24,304,9,3,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
55,-256,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
27,683,9,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
47,84,9,5,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
29,608,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
56,230,9,4,0,0,high-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
31,12,9,4,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
46,881,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
47,77,9,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
29,510,9,6,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
35,1555,9,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
31,68,9,2,0,0,middle-skill-levels,Alone,secondary,yes,yes,no,unknown,may,unknown,no
29,43,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
48,244,9,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
59,1376,9,4,0,0,low-None-skill-levels,Partnered,secondary,no,no,yes,unknown,may,unknown,no
44,392,9,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
30,-396,9,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
50,89,9,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
25,10,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,150,9,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
49,1387,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
38,253,9,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
29,853,9,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
51,91,9,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
29,348,9,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,43,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
43,-178,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
34,2137,9,4,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
37,1160,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
29,3986,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
39,126,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
34,6411,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
28,655,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
37,2378,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
29,15,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
25,96,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
33,191,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
34,391,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
50,31,9,3,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
35,73,9,3,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
53,0,9,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
41,156,9,5,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
48,231,9,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
32,-83,9,3,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
38,138,9,3,0,0,high-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
57,221,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
50,3284,9,3,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
40,4190,9,4,0,0,high-skill-levels,Partnered,tertiary,no,no,no,unknown,may,unknown,no
45,5694,9,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
34,297,9,4,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,-89,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
28,244,9,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
30,152,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
41,1696,9,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
36,714,9,3,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
49,315,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,312,9,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
53,913,9,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
44,-407,9,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
34,338,9,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
56,-435,9,2,0,0,middle-skill-levels,Alone,secondary,yes,yes,yes,unknown,may,unknown,no
27,769,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,120,9,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
43,0,9,3,0,0,low-None-skill-levels,Alone,primary,no,no,no,unknown,may,unknown,no
34,9569,9,2,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
35,351,9,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
28,2,9,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
52,226,9,4,0,0,high-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
36,95,9,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
35,123,9,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
30,15,9,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
23,375,9,3,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
37,1190,9,3,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
29,487,9,2,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
28,123,9,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
56,2272,9,5,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
27,133,9,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
33,447,9,2,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
53,-864,9,5,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
47,8,9,4,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
50,107,9,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
31,620,9,3,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
31,42,9,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
37,-120,9,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
37,493,9,7,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
48,296,9,8,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
31,6248,9,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
34,484,9,4,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
32,12,9,4,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
54,154,9,3,0,0,high-skill-levels,Partnered,tertiary,no,no,no,unknown,may,unknown,no
31,606,9,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
55,560,9,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
27,564,9,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
36,771,9,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
33,0,9,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
43,757,9,4,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
42,333,9,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
48,418,9,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
41,-256,9,3,0,0,middle-skill-levels,Alone,secondary,no,no,yes,unknown,may,unknown,no
36,494,9,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,85,9,9,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
58,127,9,5,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
40,69,9,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
31,713,9,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
42,-10,9,4,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
34,-294,12,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
34,222,12,6,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
35,86,12,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
57,0,12,6,0,0,high-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
28,26,12,3,0,0,low-None-skill-levels,Partnered,primary,no,no,no,unknown,may,unknown,no
50,103,12,6,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
46,-80,12,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
28,131,12,5,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
57,106,12,4,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
49,15,12,5,0,0,middle-skill-levels,Partnered,secondary,yes,no,no,unknown,may,unknown,no
56,4542,12,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
56,172,12,5,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
49,0,12,2,0,0,high-skill-levels,Alone,tertiary,yes,yes,no,unknown,may,unknown,no
50,107,12,5,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
47,15,12,4,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
45,101,12,5,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,yes
44,304,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
51,7816,12,2,0,0,low-None-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
34,0,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
25,784,12,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,no
30,2581,12,2,0,0,low-None-skill-levels,Partnered,primary,no,no,no,unknown,may,unknown,no
39,507,12,7,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
25,333,12,3,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
34,-220,12,4,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
25,249,12,5,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
33,-257,12,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
44,210,12,2,0,0,middle-skill-levels,Alone,secondary,no,no,yes,unknown,may,unknown,no
55,18722,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
54,42,12,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
43,210,12,5,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
35,325,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
27,123,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
42,-25,12,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
40,66,12,8,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
31,0,12,4,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
29,409,12,3,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
49,4785,12,4,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
59,121,12,7,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
37,0,12,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
60,231,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
25,1135,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
28,-201,12,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
40,-278,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
43,16,12,4,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
51,-283,12,4,0,0,low-None-skill-levels,Partnered,primary,yes,yes,no,unknown,may,unknown,no
28,-103,12,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
54,113,12,3,0,0,high-skill-levels,Partnered,primary,no,no,no,unknown,may,unknown,no
37,194,12,7,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
35,247,12,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
26,-402,12,2,0,0,high-skill-levels,Alone,tertiary,yes,no,yes,unknown,may,unknown,no
55,-40,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
57,3867,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
39,36,12,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
36,2167,12,2,0,0,middle-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,no
35,243,12,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
33,2,12,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
40,737,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,286,12,4,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
32,311,12,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,yes
27,541,12,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
31,2963,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
28,-871,12,4,0,0,low-None-skill-levels,Alone,secondary,yes,yes,no,unknown,may,unknown,no
33,75,12,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
31,2597,12,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
25,-454,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
29,0,12,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
47,304,12,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
59,220,12,1,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
35,561,12,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
33,211,12,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
31,4509,12,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
42,196,12,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
26,124,12,8,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
34,381,12,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,184,12,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
30,-149,12,3,0,0,low-None-skill-levels,Alone,secondary,yes,yes,yes,unknown,may,unknown,no
54,-337,12,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
52,210,12,1,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
40,737,12,1,0,0,low-None-skill-levels,Alone,primary,no,yes,yes,unknown,may,unknown,no
56,75,12,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
25,641,12,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
60,78,12,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
43,1558,12,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
32,227,12,1,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
48,602,12,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
43,798,12,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
37,1047,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
52,111,12,2,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
25,-439,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,37,12,1,0,0,high-skill-levels,Alone,tertiary,yes,yes,no,unknown,may,unknown,no
35,362,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
27,1,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
41,304,12,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
34,-89,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
55,276,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
26,288,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
36,650,12,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
45,171,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
27,-302,12,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
31,337,12,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
29,891,12,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
26,199,12,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
46,997,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,108,12,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,no
25,40,12,1,0,0,middle-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
54,208,12,1,0,0,low-None-skill-levels,Partnered,primary,no,no,no,unknown,may,unknown,no
31,6890,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
33,395,12,8,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
28,-214,12,3,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
39,496,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
37,183,12,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
36,199,12,4,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
56,179,12,2,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
